table_no,table_title,source_table_index,source_row,row_kind,subsection,explicit_code,effective_parent_code,work_type,basis,unit_raw,time_norm_raw_person_hours
19,"19. Кўкаламзорлаштириш, манзарали дарахтлар ва гулхоналарни сақлаш учун вақт меъёрлари",20,54,variant_or_continuation,,,19-14-7,2200х60 мм Ўрнатиладиган ёғоч тахталар,,q,4
19,"19. Кўкаламзорлаштириш, манзарали дарахтлар ва гулхоналарни сақлаш учун вақт меъёрлари",20,55,variant_or_continuation,,,19-14-7,Сув,,m3,"1,6"
19,"19. Кўкаламзорлаштириш, манзарали дарахтлар ва гулхоналарни сақлаш учун вақт меъёрлари",20,56,norm,,19-14-8,19-14-8,"0,8х0,6 м ўлчамдаги бўлакли ер майдонлардаги дарахт ёки буталарни парваришлаш",Е4701-067-04,10 дарахт ёки буталар,
19,"19. Кўкаламзорлаштириш, манзарали дарахтлар ва гулхоналарни сақлаш учун вақт меъёрлари",20,57,norm,,19-14-8,19-14-8,Қоп матоси,Е4701-067-04,10m2,"0,15"
19,"19. Кўкаламзорлаштириш, манзарали дарахтлар ва гулхоналарни сақлаш учун вақт меъёрлари",20,58,norm,,19-14-8,19-14-8,Қаноптола,Е4701-067-04,t,"0,00007"
19,"19. Кўкаламзорлаштириш, манзарали дарахтлар ва гулхоналарни сақлаш учун вақт меъёрлари",20,59,norm,,19-14-8,19-14-8,2200х60 мм Ўрнатиладиган ёғоч тахталар,Е4701-067-04,q,4
19,"19. Кўкаламзорлаштириш, манзарали дарахтлар ва гулхоналарни сақлаш учун вақт меъёрлари",20,60,norm,,19-14-8,19-14-8,Сув,Е4701-067-04,m3,5
19,"19. Кўкаламзорлаштириш, манзарали дарахтлар ва гулхоналарни сақлаш учун вақт меъёрлари",20,61,norm,,19-14-9,19-14-9,"0,5х0,5х0,4 м ўлчамдаги бўлакли ер майдонлардаги дарахт ёки буталарни парваришлаш",Е4701-067-05,10 дарахт ёки буталар,
19,"19. Кўкаламзорлаштириш, манзарали дарахтлар ва гулхоналарни сақлаш учун вақт меъёрлари",20,62,norm,,19-14-9,19-14-9,Қоп матоси,Е4701-067-05,10m2,"0,15"
19,"19. Кўкаламзорлаштириш, манзарали дарахтлар ва гулхоналарни сақлаш учун вақт меъёрлари",20,63,norm,,19-14-9,19-14-9,Қаноптола,Е4701-067-05,t,"0,00007"
19,"19. Кўкаламзорлаштириш, манзарали дарахтлар ва гулхоналарни сақлаш учун вақт меъёрлари",20,64,norm,,19-14-9,19-14-9,2200х60 мм Ўрнатиладиган ёғоч тахталар,Е4701-067-05,q,4
19,"19. Кўкаламзорлаштириш, манзарали дарахтлар ва гулхоналарни сақлаш учун вақт меъёрлари",20,65,norm,,19-14-10,19-14-10,Сув,Е4701-067-05,m3,"1,6"
19,"19. Кўкаламзорлаштириш, манзарали дарахтлар ва гулхоналарни сақлаш учун вақт меъёрлари",20,66,norm,,19-14-11,19-14-11,"0,8х0,8х0,5м ўлчамдаги бўлакли ер майдонлардаги дарахт ёки буталарни парваришлаш",Е4701-067-06,10 дарахт ёки буталар,
19,"19. Кўкаламзорлаштириш, манзарали дарахтлар ва гулхоналарни сақлаш учун вақт меъёрлари",20,67,norm,,19-14-11,19-14-11,Қоп матоси,Е4701-067-06,10m2,"0,15"
19,"19. Кўкаламзорлаштириш, манзарали дарахтлар ва гулхоналарни сақлаш учун вақт меъёрлари",20,68,norm,,19-14-11,19-14-11,Қаноптола,Е4701-067-06,t,"0,00007"
19,"19. Кўкаламзорлаштириш, манзарали дарахтлар ва гулхоналарни сақлаш учун вақт меъёрлари",20,69,norm,,19-14-11,19-14-11,2200х60 мм Ўрнатиладиган ёғоч тахталар,Е4701-067-06,q,4
19,"19. Кўкаламзорлаштириш, манзарали дарахтлар ва гулхоналарни сақлаш учун вақт меъёрлари",20,70,norm,,19-14-11,19-14-11,Сув,Е4701-067-06,m3,5
19,"19. Кўкаламзорлаштириш, манзарали дарахтлар ва гулхоналарни сақлаш учун вақт меъёрлари",20,71,norm,,19-14-12,19-14-12,"1,0х1,0х0,6 м ўлчамдаги бўлакли ер майдонлардаги дарахт ёки буталарни парваришлаш",Е4701-067-07,10 дарахт ёки буталар,
19,"19. Кўкаламзорлаштириш, манзарали дарахтлар ва гулхоналарни сақлаш учун вақт меъёрлари",20,72,norm,,19-14-12,19-14-12,Қоп матоси,Е4701-067-07,10m2,"0,15"
19,"19. Кўкаламзорлаштириш, манзарали дарахтлар ва гулхоналарни сақлаш учун вақт меъёрлари",20,73,norm,,19-14-12,19-14-12,Қаноптола,Е4701-067-07,t,"0,00007"
19,"19. Кўкаламзорлаштириш, манзарали дарахтлар ва гулхоналарни сақлаш учун вақт меъёрлари",20,74,norm,,19-14-12,19-14-12,2200х60 мм Ўрнатиладиган ёғоч тахталар,Е4701-067-07,q,4
19,"19. Кўкаламзорлаштириш, манзарали дарахтлар ва гулхоналарни сақлаш учун вақт меъёрлари",20,75,norm,,19-14-12,19-14-12,Сув,Е4701-067-07,m3,10
19,"19. Кўкаламзорлаштириш, манзарали дарахтлар ва гулхоналарни сақлаш учун вақт меъёрлари",20,76,norm,,19-14-13,19-14-13,"1,3х1,3х0,6м ўлчамдаги бўлакли ер майдонлардаги дарахт ёки буталарни парваришлаш",Е4701-067-08,10 дарахт ёки буталар,
19,"19. Кўкаламзорлаштириш, манзарали дарахтлар ва гулхоналарни сақлаш учун вақт меъёрлари",20,77,norm,,19-14-13,19-14-13,Қоп матоси,Е4701-067-08,10m2,"0,2"
19,"19. Кўкаламзорлаштириш, манзарали дарахтлар ва гулхоналарни сақлаш учун вақт меъёрлари",20,78,norm,,19-14-13,19-14-13,Қаноптола,Е4701-067-08,t,"0,00007"
19,"19. Кўкаламзорлаштириш, манзарали дарахтлар ва гулхоналарни сақлаш учун вақт меъёрлари",20,79,norm,,19-14-13,19-14-13,2200х60 мм Ўрнатиладиган ёғоч тахталар,Е4701-067-08,q,4
19,"19. Кўкаламзорлаштириш, манзарали дарахтлар ва гулхоналарни сақлаш учун вақт меъёрлари",20,80,norm,,19-14-13,19-14-13,Сув,Е4701-067-08,m3,15
19,"19. Кўкаламзорлаштириш, манзарали дарахтлар ва гулхоналарни сақлаш учун вақт меъёрлари",20,81,norm,,19-14-14,19-14-14,"1,5х1,5х0,65 м ўлчамдаги бўлакли ер майдонлардаги дарахт ёки буталарни парваришлаш",Е4701-067-09,10 дарахт ёки буталар.,
19,"19. Кўкаламзорлаштириш, манзарали дарахтлар ва гулхоналарни сақлаш учун вақт меъёрлари",20,82,norm,,19-14-14,19-14-14,Қоп матоси,Е4701-067-09,10m2,"0,24"
19,"19. Кўкаламзорлаштириш, манзарали дарахтлар ва гулхоналарни сақлаш учун вақт меъёрлари",20,83,norm,,19-14-14,19-14-14,Қаноптола,Е4701-067-09,t,"0,0001"
19,"19. Кўкаламзорлаштириш, манзарали дарахтлар ва гулхоналарни сақлаш учун вақт меъёрлари",20,84,norm,,19-14-14,19-14-14,2200х60 мм Ўрнатиладиган ёғоч тахталар,Е4701-067-09,q,6
19,"19. Кўкаламзорлаштириш, манзарали дарахтлар ва гулхоналарни сақлаш учун вақт меъёрлари",20,85,norm,,19-14-14,19-14-14,Сув,,m3,20
19,"19. Кўкаламзорлаштириш, манзарали дарахтлар ва гулхоналарни сақлаш учун вақт меъёрлари",20,86,norm,,19-14-15,19-14-15,"1,7х1,7х0,65 м ўлчамдаги бўлакли ер майдонлардаги дарахт ёки буталарни парваришлаш",Е4701-067-10,10 дарахт ёки буталар,
19,"19. Кўкаламзорлаштириш, манзарали дарахтлар ва гулхоналарни сақлаш учун вақт меъёрлари",20,87,norm,,19-14-15,19-14-15,Қоп матоси,Е4701-067-10,10m2,"0,28"
19,"19. Кўкаламзорлаштириш, манзарали дарахтлар ва гулхоналарни сақлаш учун вақт меъёрлари",20,88,norm,,19-14-15,19-14-15,Қаноптола,Е4701-067-10,t,"0,0001"
19,"19. Кўкаламзорлаштириш, манзарали дарахтлар ва гулхоналарни сақлаш учун вақт меъёрлари",20,89,norm,,19-14-15,19-14-15,2200х60 мм Ўрнатиладиган ёғоч тахталар,Е4701-067-10,q,6
19,"19. Кўкаламзорлаштириш, манзарали дарахтлар ва гулхоналарни сақлаш учун вақт меъёрлари",20,90,norm,,19-14-15,19-14-15,Сув,Е4701-067-10,m3,30
19,"19. Кўкаламзорлаштириш, манзарали дарахтлар ва гулхоналарни сақлаш учун вақт меъёрлари",20,91,norm,,19-15,19-15,Яшил ўсимликларни шлангдан ёки суғориш-ювиш машиналари билан суғориш,Е4701-084-01,1m3,
